1.000000	0.866096	0.802718	0.845798	0.734042	0.727346	0.822612	0.901098	0.826850	0.916201	0.836995	0.929770	0.944487	0.895352	0.839632	0.798853	0.986028	0.888579	0.671089	0.911674
0.866096	1.000000	0.875229	0.951069	0.861170	0.747135	0.803716	0.829009	0.933545	0.930884	0.953441	0.851478	0.921509	0.970744	0.770642	0.787136	0.880068	0.961210	0.690997	0.943471
0.802718	0.875229	1.000000	0.896220	0.931324	0.832707	0.846956	0.765949	0.863703	0.828517	0.854788	0.819798	0.858132	0.873066	0.859355	0.876980	0.816690	0.904989	0.815769	0.852444
0.845798	0.951069	0.896220	1.000000	0.888244	0.774601	0.824996	0.809029	0.930412	0.929597	0.939478	0.862879	0.901212	0.948411	0.810723	0.827217	0.859771	0.947159	0.731078	0.913135
0.734042	0.861170	0.931324	0.888244	1.000000	0.783785	0.778279	0.697273	0.867207	0.817841	0.889046	0.751122	0.789456	0.838690	0.794244	0.820733	0.748014	0.845463	0.779277	0.811418
0.727346	0.747135	0.832707	0.774601	0.783785	1.000000	0.740684	0.730427	0.705963	0.721645	0.726694	0.776427	0.764060	0.762027	0.784634	0.802258	0.733218	0.785925	0.905593	0.733401
0.822612	0.803716	0.846956	0.824996	0.778279	0.740684	1.000000	0.732744	0.756359	0.839896	0.791725	0.860843	0.861192	0.832767	0.777577	0.794070	0.820635	0.838075	0.684427	0.857132
0.901098	0.829009	0.765949	0.809029	0.697273	0.730427	0.732744	1.000000	0.781652	0.834247	0.794877	0.871901	0.852435	0.847000	0.903029	0.828035	0.903081	0.851810	0.636020	0.818375
0.826850	0.933545	0.863703	0.930412	0.867207	0.705963	0.756359	0.781652	1.000000	0.889677	0.903895	0.804121	0.882264	0.923591	0.772235	0.817599	0.840823	0.917758	0.706220	0.898724
0.916201	0.930884	0.828517	0.929597	0.817841	0.721645	0.839896	0.834247	0.889677	1.000000	0.920794	0.914445	0.934846	0.942386	0.785323	0.793152	0.922138	0.922543	0.665388	0.941235
0.836995	0.953441	0.854788	0.939478	0.889046	0.726694	0.791725	0.794877	0.903895	0.920794	1.000000	0.839487	0.892409	0.941644	0.750201	0.766695	0.850968	0.935537	0.670557	0.914371
0.929770	0.851478	0.819798	0.862879	0.751122	0.776427	0.860843	0.871901	0.804121	0.914445	0.839487	1.000000	0.921155	0.880530	0.841814	0.847934	0.919692	0.885838	0.689869	0.904894
0.944487	0.921509	0.858132	0.901212	0.789456	0.764060	0.861192	0.852435	0.882264	0.934846	0.892409	0.921155	1.000000	0.950765	0.790969	0.807463	0.949354	0.943992	0.707803	0.960238
0.895352	0.970744	0.873066	0.948411	0.838690	0.762027	0.832767	0.847000	0.923591	0.942386	0.941644	0.880530	0.950765	1.000000	0.785534	0.802027	0.909324	0.968077	0.705889	0.964724
0.839632	0.770642	0.859355	0.810723	0.794244	0.784634	0.777577	0.903029	0.772235	0.785323	0.750201	0.841814	0.790969	0.785534	1.000000	0.923106	0.841615	0.809432	0.732991	0.756908
0.798853	0.787136	0.876980	0.827217	0.820733	0.802258	0.794070	0.828035	0.817599	0.793152	0.766695	0.847934	0.807463	0.802027	0.923106	1.000000	0.804726	0.825925	0.764246	0.773402
0.986028	0.880068	0.816690	0.859771	0.748014	0.733218	0.820635	0.903081	0.840823	0.922138	0.850968	0.919692	0.949354	0.909324	0.841615	0.804726	1.000000	0.902551	0.676961	0.909697
0.888579	0.961210	0.904989	0.947159	0.845463	0.785925	0.838075	0.851810	0.917758	0.922543	0.935537	0.885838	0.943992	0.968077	0.809432	0.825925	0.902551	1.000000	0.729787	0.947455
0.671089	0.690997	0.815769	0.731078	0.779277	0.905593	0.684427	0.636020	0.706220	0.665388	0.670557	0.689869	0.707803	0.705889	0.732991	0.764246	0.676961	0.729787	1.000000	0.677264
0.911674	0.943471	0.852444	0.913135	0.811418	0.733401	0.857132	0.818375	0.898724	0.941235	0.914371	0.904894	0.960238	0.964724	0.756908	0.773402	0.909697	0.947455	0.677264	1.000000
